,business_id,city,postal_code,stars,review_count,Type,hours,day_of_the_week
43,zZrDoiQIUmiVkifJx0h_KA,Santa Barbara,93101,4.5,8,Coffee,7:0-18:0,Monday
44,zZrDoiQIUmiVkifJx0h_KA,Santa Barbara,93101,4.5,8,Coffee,7:0-18:0,Saturday
45,zZrDoiQIUmiVkifJx0h_KA,Santa Barbara,93101,4.5,8,Coffee,7:0-18:0,Sunday
46,zZrDoiQIUmiVkifJx0h_KA,Santa Barbara,93101,4.5,8,Coffee,7:0-18:0,Thursday
47,zZrDoiQIUmiVkifJx0h_KA,Santa Barbara,93101,4.5,8,Coffee,7:0-18:0,Tuesday
48,zZrDoiQIUmiVkifJx0h_KA,Santa Barbara,93101,4.5,8,Coffee,7:0-18:0,Wednesday
49,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Friday
50,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,0:0-0:0,Monday
51,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Saturday
52,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,8:30-20:0,Sunday
53,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Thursday
54,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Tuesday
55,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Wednesday
56,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Friday
57,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,0:0-0:0,Monday
58,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Saturday
59,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,8:30-20:0,Sunday
60,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Thursday
61,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Tuesday
62,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Wednesday
63,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Friday
64,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,0:0-0:0,Monday
65,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Saturday
66,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,8:30-20:0,Sunday
67,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Thursday
68,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Tuesday
69,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Wednesday
70,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Friday
71,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,0:0-0:0,Monday
72,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Saturday
73,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,8:30-20:0,Sunday
74,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Thursday
75,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Tuesday
76,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Wednesday
77,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Friday
78,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,0:0-0:0,Monday
79,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Saturday
80,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,8:30-20:0,Sunday
81,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Thursday
82,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Tuesday
83,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Wednesday
84,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Friday
85,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,0:0-0:0,Monday
86,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Saturday
87,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,8:30-20:0,Sunday
88,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Thursday
89,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Tuesday
90,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Wednesday
91,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Friday
92,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,0:0-0:0,Monday
93,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Saturday
94,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,8:30-20:0,Sunday
95,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Thursday
96,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Tuesday
97,ZYqNIWch6Ik9wLZCa1hxkw,Santa Barbara,93103,4.5,171,Mexican,9:30-21:0,Wednesday
98,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Friday
99,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Monday
100,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Saturday
101,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Sunday
102,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Thursday
103,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Tuesday
104,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Wednesday
105,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Friday
106,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Monday
107,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Saturday
108,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Sunday
109,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Thursday
110,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Tuesday
111,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Wednesday
112,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Friday
113,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Monday
114,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Saturday
115,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Sunday
116,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Thursday
117,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Tuesday
118,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Wednesday
119,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Friday
120,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Monday
121,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Saturday
122,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Sunday
123,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Thursday
124,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Tuesday
125,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Wednesday
126,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Friday
127,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Monday
128,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Saturday
129,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Sunday
130,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Thursday
131,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Tuesday
132,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Wednesday
133,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Friday
134,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Monday
135,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Saturday
136,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Sunday
137,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Thursday
138,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Tuesday
139,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Wednesday
140,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Friday
141,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Monday
142,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Saturday
143,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Sunday
144,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Thursday
145,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Tuesday
146,ZRy4atrG3YHdb__qtE0FsA,Santa Barbara,93105,3.5,71,Mexican,6:0-20:0,Wednesday
147,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Friday
148,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Monday
149,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-19:30,Saturday
150,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Sunday
151,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Thursday
152,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Tuesday
153,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Wednesday
154,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Friday
155,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Monday
156,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-19:30,Saturday
157,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Sunday
158,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Thursday
159,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Tuesday
160,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Wednesday
161,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Friday
162,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Monday
163,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-19:30,Saturday
164,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Sunday
165,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Thursday
166,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Tuesday
167,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Wednesday
168,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Friday
169,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Monday
170,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-19:30,Saturday
171,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Sunday
172,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Thursday
173,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Tuesday
174,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Wednesday
175,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Friday
176,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Monday
177,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-19:30,Saturday
178,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Sunday
179,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Thursday
180,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Tuesday
181,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Wednesday
182,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Friday
183,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Monday
184,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-19:30,Saturday
185,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Sunday
186,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Thursday
187,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Tuesday
188,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Wednesday
189,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Friday
190,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Monday
191,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-19:30,Saturday
192,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Sunday
193,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,11:0-21:0,Thursday
194,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Tuesday
195,ZrxlfdFU_qpnIHI2DmoRxA,Santa Barbara,93109,4,176,Pizza,16:0-21:0,Wednesday
196,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Friday
197,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Monday
198,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Saturday
199,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,0:0-0:0,Sunday
200,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Thursday
201,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Tuesday
202,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Wednesday
203,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Friday
204,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Monday
205,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Saturday
206,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,0:0-0:0,Sunday
207,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Thursday
208,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Tuesday
209,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Wednesday
210,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Friday
211,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Monday
212,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Saturday
213,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,0:0-0:0,Sunday
214,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Thursday
215,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Tuesday
216,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Wednesday
217,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Friday
218,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Monday
219,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Saturday
220,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,0:0-0:0,Sunday
221,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Thursday
222,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Tuesday
223,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Wednesday
224,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Friday
225,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Monday
226,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Saturday
227,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,0:0-0:0,Sunday
228,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Thursday
229,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Tuesday
230,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Wednesday
231,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Friday
232,zJpZ-uQ_F0XVgK1u98uWSg,Santa Barbara,93101,4.5,13,Mexican,18:30-23:0,Monday
